generating_model,participant_id,trial,FirstRating,GroupRating,SecondRating_continuous,SecondRating_noisy_continuous,SecondRating,observed_change,social_gap,change,true_w_direct,true_w_social
WBA,24,25,7,3,3.871794871794872,4.102854064664553,4,-3,-4,-3.128205128205128,0.5,2.0
WBA,24,26,4,2,2.6153846153846154,1.6918444977493035,2,-2,-2,-1.3846153846153846,0.5,2.0
WBA,24,27,8,1,2.6153846153846154,2.4613775773317648,2,-6,-7,-5.384615384615385,0.5,2.0
WBA,24,28,8,4,4.769230769230769,4.588834276763983,5,-3,-4,-3.230769230769231,0.5,2.0
WBA,24,29,2,3,2.9743589743589745,2.990583709766047,3,1,1,0.9743589743589745,0.5,2.0
WBA,24,30,4,8,6.923076923076923,6.956306511558419,7,3,4,2.9230769230769234,0.5,2.0
WBA,24,31,3,4,3.871794871794872,3.5123245260106195,4,1,1,0.8717948717948718,0.5,2.0
WBA,24,32,6,8,7.282051282051282,7.558993377342505,8,2,2,1.282051282051282,0.5,2.0
WBA,24,33,8,8,7.6410256410256405,8.43191574371097,8,0,0,-0.3589743589743595,0.5,2.0
WBA,24,34,5,7,6.384615384615385,6.577090803747581,7,2,2,1.384615384615385,0.5,2.0
WBA,24,35,4,8,6.923076923076923,7.031089744160475,7,3,4,2.9230769230769234,0.5,2.0
WBA,24,36,2,7,5.846153846153846,5.94724645935351,6,4,5,3.846153846153846,0.5,2.0
WBA,24,37,7,1,2.435897435897436,2.6123742915900845,3,-4,-6,-4.564102564102564,0.5,2.0
WBA,24,38,8,7,6.923076923076923,6.368028437221996,6,-2,-1,-1.0769230769230766,0.5,2.0
WBA,24,39,3,2,2.435897435897436,2.048631125324813,2,-1,-1,-0.5641025641025639,0.5,2.0
WBA,24,40,6,5,5.128205128205129,5.151442960340031,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,24,41,1,5,4.230769230769231,4.55762151094666,5,4,4,3.230769230769231,0.5,2.0
WBA,24,42,4,7,6.205128205128205,6.422094228059619,6,2,3,2.2051282051282053,0.5,2.0
WBA,24,43,6,7,6.564102564102564,6.603192442303517,7,1,1,0.5641025641025639,0.5,2.0
WBA,24,44,8,6,6.205128205128205,4.768132456860938,5,-3,-2,-1.7948717948717947,0.5,2.0
WBA,24,45,3,3,3.153846153846154,3.370292541778035,3,0,0,0.1538461538461542,0.5,2.0
WBA,24,46,8,3,4.051282051282051,4.220940202377825,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,24,47,3,3,3.153846153846154,3.7822449728219585,4,1,0,0.1538461538461542,0.5,2.0
WBA,24,48,1,1,1.358974358974359,2.1187330502281805,2,1,0,0.35897435897435903,0.5,2.0
WBA,24,49,1,2,2.076923076923077,1.6320283884400715,2,1,1,1.076923076923077,0.5,2.0
WBA,24,50,6,5,5.128205128205129,5.1272121843103715,5,-1,-1,-0.8717948717948714,0.5,2.0
WBA,24,51,8,2,3.333333333333333,2.892436635012607,3,-5,-6,-4.666666666666667,0.5,2.0
WBA,24,52,8,3,4.051282051282051,3.618159863486183,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,24,53,7,7,6.743589743589744,7.140811516677214,7,0,0,-0.2564102564102564,0.5,2.0
WBA,24,54,3,7,6.0256410256410255,6.09167458942224,6,3,4,3.0256410256410255,0.5,2.0
WBA,24,55,2,8,6.564102564102564,7.013947138763536,7,5,6,4.564102564102564,0.5,2.0
WBA,24,56,3,2,2.435897435897436,1.8114516060934587,2,-1,-1,-0.5641025641025639,0.5,2.0
WBA,24,57,2,7,5.846153846153846,5.793093664474017,6,4,5,3.846153846153846,0.5,2.0
WBA,24,58,4,7,6.205128205128205,5.9463348102194615,6,2,3,2.2051282051282053,0.5,2.0
WBA,24,59,2,8,6.564102564102564,5.93295740318028,6,4,6,4.564102564102564,0.5,2.0
WBA,24,60,6,4,4.410256410256411,3.4846638542592343,3,-3,-2,-1.5897435897435894,0.5,2.0
WBA,24,61,4,2,2.6153846153846154,3.1145906948779682,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,24,62,4,8,6.923076923076923,6.461571556028998,6,2,4,2.9230769230769234,0.5,2.0
WBA,24,63,6,8,7.282051282051282,6.7890433108039465,7,1,2,1.282051282051282,0.5,2.0
WBA,24,64,7,4,4.589743589743589,4.7893684747069285,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,24,65,1,5,4.230769230769231,4.351938481614417,4,3,4,3.230769230769231,0.5,2.0
WBA,24,66,5,2,2.7948717948717947,2.822490575810375,3,-2,-3,-2.2051282051282053,0.5,2.0
WBA,24,67,7,2,3.153846153846154,2.635956084485547,3,-4,-5,-3.846153846153846,0.5,2.0
WBA,24,68,2,7,5.846153846153846,6.8864632883537364,7,5,5,3.846153846153846,0.5,2.0
WBA,24,69,4,8,6.923076923076923,7.4174703966255775,7,3,4,2.9230769230769234,0.5,2.0
WBA,24,70,8,8,7.6410256410256405,8.565888785192804,8,0,0,-0.3589743589743595,0.5,2.0
WBA,24,71,8,4,4.769230769230769,4.033507311571249,4,-4,-4,-3.230769230769231,0.5,2.0
WBA,24,72,5,8,7.102564102564102,6.980468980021368,7,2,3,2.102564102564102,0.5,2.0
WBA,24,73,3,3,3.153846153846154,2.6580244730984264,3,0,0,0.1538461538461542,0.5,2.0
WBA,24,74,3,8,6.743589743589744,6.164468911660315,6,3,5,3.7435897435897436,0.5,2.0
WBA,24,75,4,4,4.051282051282051,4.291290712361627,4,0,0,0.0512820512820511,0.5,2.0
WBA,24,76,5,6,5.666666666666666,5.955604690579881,6,1,1,0.6666666666666661,0.5,2.0
WBA,24,77,4,2,2.6153846153846154,2.824647321603022,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,24,78,8,1,2.6153846153846154,3.6911864501954206,4,-4,-7,-5.384615384615385,0.5,2.0
WBA,24,79,4,5,4.769230769230769,5.452372070442609,5,1,1,0.7692307692307692,0.5,2.0
WBA,24,80,7,4,4.589743589743589,4.101977084563495,4,-3,-3,-2.4102564102564106,0.5,2.0
WBA,25,1,3,6,5.307692307692308,5.519285313225433,6,3,3,2.3076923076923084,0.5,2.0
WBA,25,2,5,2,2.7948717948717947,3.008369121019261,3,-2,-3,-2.2051282051282053,0.5,2.0
WBA,25,3,5,1,2.076923076923077,2.4804745614802046,2,-3,-4,-2.923076923076923,0.5,2.0
WBA,25,4,4,4,4.051282051282051,4.477823211209495,4,0,0,0.0512820512820511,0.5,2.0
WBA,25,5,3,8,6.743589743589744,7.5941208810239145,8,5,5,3.7435897435897436,0.5,2.0
WBA,25,6,3,3,3.153846153846154,3.7047265750819527,4,1,0,0.1538461538461542,0.5,2.0
WBA,25,7,3,8,6.743589743589744,7.479184098404437,7,4,5,3.7435897435897436,0.5,2.0
WBA,25,8,7,2,3.153846153846154,3.338480036269483,3,-4,-5,-3.846153846153846,0.5,2.0
WBA,25,9,4,6,5.487179487179487,4.67004200609082,5,1,2,1.4871794871794872,0.5,2.0
WBA,25,10,5,2,2.7948717948717947,3.279271470591383,3,-2,-3,-2.2051282051282053,0.5,2.0
WBA,25,11,4,3,3.333333333333333,2.9155908301921785,3,-1,-1,-0.666666666666667,0.5,2.0
WBA,25,12,6,8,7.282051282051282,6.963053731375425,7,1,2,1.282051282051282,0.5,2.0
WBA,25,13,4,4,4.051282051282051,3.8179097513290166,4,0,0,0.0512820512820511,0.5,2.0
WBA,25,14,6,8,7.282051282051282,7.122132291914826,7,1,2,1.282051282051282,0.5,2.0
WBA,25,15,1,6,4.948717948717949,5.108685387163259,5,4,5,3.948717948717949,0.5,2.0
WBA,25,16,8,3,4.051282051282051,4.6013688525150815,5,-3,-5,-3.948717948717949,0.5,2.0
WBA,25,17,2,2,2.2564102564102564,2.7409577396202045,3,1,0,0.2564102564102564,0.5,2.0
WBA,25,18,8,1,2.6153846153846154,3.0052321534115167,3,-5,-7,-5.384615384615385,0.5,2.0
WBA,25,19,7,1,2.435897435897436,2.4091041646400924,2,-5,-6,-4.564102564102564,0.5,2.0
WBA,25,20,5,7,6.384615384615385,7.100848349654237,7,2,2,1.384615384615385,0.5,2.0
WBA,25,21,7,6,6.0256410256410255,5.9563350723625454,6,-1,-1,-0.9743589743589745,0.5,2.0
WBA,25,22,7,4,4.589743589743589,4.8523382795613195,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,25,23,3,5,4.589743589743589,3.8567888983693672,4,1,2,1.5897435897435894,0.5,2.0
WBA,25,24,1,6,4.948717948717949,4.179382899537157,4,3,5,3.948717948717949,0.5,2.0
WBA,25,25,3,4,3.871794871794872,3.7740213147757986,4,1,1,0.8717948717948718,0.5,2.0
WBA,25,26,7,3,3.871794871794872,4.188908280051446,4,-3,-4,-3.128205128205128,0.5,2.0
WBA,25,27,6,2,2.9743589743589745,3.3067357163988023,3,-3,-4,-3.0256410256410255,0.5,2.0
WBA,25,28,3,7,6.0256410256410255,4.415992252469637,4,1,4,3.0256410256410255,0.5,2.0
WBA,25,29,5,4,4.230769230769231,4.680475913018017,5,0,-1,-0.7692307692307692,0.5,2.0
WBA,25,30,1,3,2.7948717948717947,2.3532902488847633,2,1,2,1.7948717948717947,0.5,2.0
WBA,25,31,2,4,3.6923076923076925,4.415508842657962,4,2,2,1.6923076923076925,0.5,2.0
WBA,25,32,4,1,1.8974358974358974,2.4979440206720716,2,-2,-3,-2.1025641025641026,0.5,2.0
WBA,25,33,8,8,7.6410256410256405,7.179258610455866,7,-1,0,-0.3589743589743595,0.5,2.0
WBA,25,34,6,3,3.6923076923076925,4.016465234813517,4,-2,-3,-2.3076923076923075,0.5,2.0
WBA,25,35,8,6,6.205128205128205,6.388439512723394,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,25,36,7,8,7.461538461538462,6.520988624193128,7,0,1,0.4615384615384617,0.5,2.0
WBA,25,37,1,6,4.948717948717949,4.79405168653262,5,4,5,3.948717948717949,0.5,2.0
WBA,25,38,3,1,1.717948717948718,1.1362732964854787,1,-2,-2,-1.282051282051282,0.5,2.0
WBA,25,39,3,7,6.0256410256410255,5.991583058166092,6,3,4,3.0256410256410255,0.5,2.0
WBA,25,40,2,3,2.9743589743589745,3.2061494904613266,3,1,1,0.9743589743589745,0.5,2.0
WBA,25,41,8,8,7.6410256410256405,7.607770598423385,8,0,0,-0.3589743589743595,0.5,2.0
WBA,25,42,4,8,6.923076923076923,7.462614894319306,7,3,4,2.9230769230769234,0.5,2.0
WBA,25,43,7,8,7.461538461538462,7.84960665154265,8,1,1,0.4615384615384617,0.5,2.0
WBA,25,44,7,6,6.0256410256410255,6.3178376901442705,6,-1,-1,-0.9743589743589745,0.5,2.0
WBA,25,45,3,1,1.717948717948718,1.3853304144923595,1,-2,-2,-1.282051282051282,0.5,2.0
WBA,25,46,2,5,4.410256410256411,4.125147854787509,4,2,3,2.4102564102564106,0.5,2.0
WBA,25,47,7,1,2.435897435897436,2.387056384300045,2,-5,-6,-4.564102564102564,0.5,2.0
WBA,25,48,3,8,6.743589743589744,5.66720387340003,6,3,5,3.7435897435897436,0.5,2.0
WBA,25,49,1,6,4.948717948717949,5.6397208971172965,6,5,5,3.948717948717949,0.5,2.0
WBA,25,50,2,8,6.564102564102564,5.618306442013029,6,4,6,4.564102564102564,0.5,2.0
WBA,25,51,4,1,1.8974358974358974,2.4718292836363984,2,-2,-3,-2.1025641025641026,0.5,2.0
WBA,25,52,1,4,3.5128205128205128,2.9715849762901128,3,2,3,2.5128205128205128,0.5,2.0
WBA,25,53,4,3,3.333333333333333,2.596545007422595,3,-1,-1,-0.666666666666667,0.5,2.0
WBA,25,54,8,7,6.923076923076923,7.146743267957941,7,-1,-1,-1.0769230769230766,0.5,2.0
WBA,25,55,7,4,4.589743589743589,5.029774568087812,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,25,56,2,5,4.410256410256411,4.377362547059536,4,2,3,2.4102564102564106,0.5,2.0
WBA,25,57,1,7,5.666666666666666,5.648294082984741,6,5,6,4.666666666666666,0.5,2.0
WBA,25,58,2,5,4.410256410256411,3.8006498552679364,4,2,3,2.4102564102564106,0.5,2.0
WBA,25,59,8,3,4.051282051282051,4.103112463025254,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,25,60,6,1,2.2564102564102564,1.8517861981383739,2,-4,-5,-3.7435897435897436,0.5,2.0
WBA,25,61,5,4,4.230769230769231,4.155655600918243,4,-1,-1,-0.7692307692307692,0.5,2.0
WBA,25,62,8,5,5.487179487179487,5.468830532653978,5,-3,-3,-2.5128205128205128,0.5,2.0
WBA,25,63,8,5,5.487179487179487,5.960821292533633,6,-2,-3,-2.5128205128205128,0.5,2.0
WBA,25,64,4,6,5.487179487179487,6.029706931880396,6,2,2,1.4871794871794872,0.5,2.0
WBA,25,65,5,3,3.5128205128205128,3.871424744247241,4,-1,-2,-1.4871794871794872,0.5,2.0
WBA,25,66,3,2,2.435897435897436,2.455937062703856,2,-1,-1,-0.5641025641025639,0.5,2.0
WBA,25,67,8,6,6.205128205128205,5.333262814902083,5,-3,-2,-1.7948717948717947,0.5,2.0
WBA,25,68,1,7,5.666666666666666,6.3500141464403,6,5,6,4.666666666666666,0.5,2.0
WBA,25,69,3,1,1.717948717948718,1.3872986822114963,1,-2,-2,-1.282051282051282,0.5,2.0
WBA,25,70,6,4,4.410256410256411,3.9893256911547046,4,-2,-2,-1.5897435897435894,0.5,2.0
WBA,25,71,1,4,3.5128205128205128,3.266724634942924,3,2,3,2.5128205128205128,0.5,2.0
WBA,25,72,2,4,3.6923076923076925,3.2746429701046758,3,1,2,1.6923076923076925,0.5,2.0
WBA,25,73,7,1,2.435897435897436,2.4856864922591577,2,-5,-6,-4.564102564102564,0.5,2.0
WBA,25,74,3,6,5.307692307692308,5.028856500305341,5,2,3,2.3076923076923084,0.5,2.0
WBA,25,75,3,1,1.717948717948718,2.2999782436225127,2,-1,-2,-1.282051282051282,0.5,2.0
WBA,25,76,3,6,5.307692307692308,4.606668155538898,5,2,3,2.3076923076923084,0.5,2.0
WBA,25,77,8,5,5.487179487179487,5.164256064902122,5,-3,-3,-2.5128205128205128,0.5,2.0
WBA,25,78,3,8,6.743589743589744,5.432648402710113,5,2,5,3.7435897435897436,0.5,2.0
WBA,25,79,6,1,2.2564102564102564,2.316160459258906,2,-4,-5,-3.7435897435897436,0.5,2.0
WBA,25,80,4,5,4.769230769230769,5.585085612704278,6,2,1,0.7692307692307692,0.5,2.0
WBA,26,1,1,6,4.948717948717949,4.637526380304697,5,4,5,3.948717948717949,0.5,2.0
WBA,26,2,2,2,2.2564102564102564,1.9879268911064214,2,0,0,0.2564102564102564,0.5,2.0
WBA,26,3,7,7,6.743589743589744,6.473768748058673,6,-1,0,-0.2564102564102564,0.5,2.0
WBA,26,4,1,3,2.7948717948717947,3.2505255921167677,3,2,2,1.7948717948717947,0.5,2.0
WBA,26,5,1,2,2.076923076923077,2.5758274775196126,3,2,1,1.076923076923077,0.5,2.0
WBA,26,6,3,8,6.743589743589744,5.897338857163501,6,3,5,3.7435897435897436,0.5,2.0
WBA,26,7,4,2,2.6153846153846154,2.781146989160396,3,-1,-2,-1.3846153846153846,0.5,2.0
WBA,26,8,4,6,5.487179487179487,6.318991300399542,6,2,2,1.4871794871794872,0.5,2.0
WBA,26,9,1,7,5.666666666666666,5.265140462929222,5,4,6,4.666666666666666,0.5,2.0
WBA,26,10,8,6,6.205128205128205,5.9216669776160265,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,26,11,2,8,6.564102564102564,6.004314625809348,6,4,6,4.564102564102564,0.5,2.0
WBA,26,12,4,3,3.333333333333333,3.00844790808018,3,-1,-1,-0.666666666666667,0.5,2.0
WBA,26,13,8,3,4.051282051282051,3.2408825792218265,3,-5,-5,-3.948717948717949,0.5,2.0
WBA,26,14,7,1,2.435897435897436,2.6029571976706687,3,-4,-6,-4.564102564102564,0.5,2.0
WBA,26,15,7,8,7.461538461538462,7.0921241478333465,7,0,1,0.4615384615384617,0.5,2.0
WBA,26,16,2,8,6.564102564102564,6.633150264005421,7,5,6,4.564102564102564,0.5,2.0
WBA,26,17,7,3,3.871794871794872,3.605722225107461,4,-3,-4,-3.128205128205128,0.5,2.0
WBA,26,18,2,5,4.410256410256411,4.093284694713199,4,2,3,2.4102564102564106,0.5,2.0
WBA,26,19,2,3,2.9743589743589745,3.9123043902378876,4,2,1,0.9743589743589745,0.5,2.0
WBA,26,20,5,6,5.666666666666666,5.268549202586293,5,0,1,0.6666666666666661,0.5,2.0
WBA,26,21,4,8,6.923076923076923,6.695849668727428,7,3,4,2.9230769230769234,0.5,2.0
WBA,26,22,2,8,6.564102564102564,6.330846802756243,6,4,6,4.564102564102564,0.5,2.0
WBA,26,23,7,1,2.435897435897436,2.675319212353866,3,-4,-6,-4.564102564102564,0.5,2.0
WBA,26,24,1,6,4.948717948717949,4.494030775794011,4,3,5,3.948717948717949,0.5,2.0
WBA,26,25,7,1,2.435897435897436,2.934210145588415,3,-4,-6,-4.564102564102564,0.5,2.0
WBA,26,26,6,4,4.410256410256411,4.84257448262085,5,-1,-2,-1.5897435897435894,0.5,2.0
WBA,26,27,7,5,5.307692307692308,5.4706158672924605,5,-2,-2,-1.6923076923076916,0.5,2.0
WBA,26,28,7,4,4.589743589743589,4.15517834644153,4,-3,-3,-2.4102564102564106,0.5,2.0
WBA,26,29,2,1,1.5384615384615385,1.1797504973179231,1,-1,-1,-0.46153846153846145,0.5,2.0
WBA,26,30,1,1,1.358974358974359,0.010480933058037323,1,0,0,0.35897435897435903,0.5,2.0
WBA,26,31,6,1,2.2564102564102564,1.65134795285983,2,-4,-5,-3.7435897435897436,0.5,2.0
WBA,26,32,3,1,1.717948717948718,2.4037063863932397,2,-1,-2,-1.282051282051282,0.5,2.0
WBA,26,33,4,7,6.205128205128205,6.343321992905782,6,2,3,2.2051282051282053,0.5,2.0
WBA,26,34,4,4,4.051282051282051,4.920301459679156,5,1,0,0.0512820512820511,0.5,2.0
WBA,26,35,8,5,5.487179487179487,5.635529763086582,6,-2,-3,-2.5128205128205128,0.5,2.0
WBA,26,36,2,3,2.9743589743589745,2.8140261815805676,3,1,1,0.9743589743589745,0.5,2.0
WBA,26,37,2,8,6.564102564102564,6.508120947716691,7,5,6,4.564102564102564,0.5,2.0
WBA,26,38,2,3,2.9743589743589745,2.9943695599586064,3,1,1,0.9743589743589745,0.5,2.0
WBA,26,39,7,5,5.307692307692308,4.415587949902691,4,-3,-2,-1.6923076923076916,0.5,2.0
WBA,26,40,6,3,3.6923076923076925,3.78827663427606,4,-2,-3,-2.3076923076923075,0.5,2.0
WBA,26,41,5,7,6.384615384615385,6.836611497851851,7,2,2,1.384615384615385,0.5,2.0
WBA,26,42,8,3,4.051282051282051,4.386040638491159,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,26,43,6,6,5.846153846153846,5.359418982530167,5,-1,0,-0.1538461538461542,0.5,2.0
WBA,26,44,6,4,4.410256410256411,4.459692847313389,4,-2,-2,-1.5897435897435894,0.5,2.0
WBA,26,45,3,3,3.153846153846154,3.1036730925122202,3,0,0,0.1538461538461542,0.5,2.0
WBA,26,46,3,8,6.743589743589744,7.175161567081111,7,4,5,3.7435897435897436,0.5,2.0
WBA,26,47,4,5,4.769230769230769,4.5958701965961986,5,1,1,0.7692307692307692,0.5,2.0
WBA,26,48,2,3,2.9743589743589745,3.2558403374684746,3,1,1,0.9743589743589745,0.5,2.0
WBA,26,49,4,7,6.205128205128205,5.2074393023811965,5,1,3,2.2051282051282053,0.5,2.0
WBA,26,50,4,5,4.769230769230769,4.4853670038086095,4,0,1,0.7692307692307692,0.5,2.0
WBA,26,51,4,6,5.487179487179487,6.007198347202884,6,2,2,1.4871794871794872,0.5,2.0
WBA,26,52,3,4,3.871794871794872,3.42046204442586,3,0,1,0.8717948717948718,0.5,2.0
WBA,26,53,6,1,2.2564102564102564,2.882307468940341,3,-3,-5,-3.7435897435897436,0.5,2.0
WBA,26,54,4,3,3.333333333333333,3.0666730413213714,3,-1,-1,-0.666666666666667,0.5,2.0
WBA,26,55,5,8,7.102564102564102,5.566134272506686,6,1,3,2.102564102564102,0.5,2.0
WBA,26,56,6,7,6.564102564102564,6.90889862325698,7,1,1,0.5641025641025639,0.5,2.0
WBA,26,57,5,4,4.230769230769231,3.6900080489371367,4,-1,-1,-0.7692307692307692,0.5,2.0
WBA,26,58,5,1,2.076923076923077,2.26534293890105,2,-3,-4,-2.923076923076923,0.5,2.0
WBA,26,59,2,4,3.6923076923076925,4.305913666476577,4,2,2,1.6923076923076925,0.5,2.0
WBA,26,60,2,1,1.5384615384615385,1.6753074564058097,2,0,-1,-0.46153846153846145,0.5,2.0
WBA,26,61,1,2,2.076923076923077,2.041366559397704,2,1,1,1.076923076923077,0.5,2.0
WBA,26,62,8,6,6.205128205128205,6.405749804095276,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,26,63,7,3,3.871794871794872,3.4965763222989263,3,-4,-4,-3.128205128205128,0.5,2.0
WBA,26,64,2,5,4.410256410256411,5.301371560290567,5,3,3,2.4102564102564106,0.5,2.0
WBA,26,65,7,1,2.435897435897436,3.629157261571835,4,-3,-6,-4.564102564102564,0.5,2.0
WBA,26,66,4,1,1.8974358974358974,2.522187882681597,3,-1,-3,-2.1025641025641026,0.5,2.0
WBA,26,67,8,8,7.6410256410256405,7.069453113892496,7,-1,0,-0.3589743589743595,0.5,2.0
WBA,26,68,4,3,3.333333333333333,3.4831777919211144,3,-1,-1,-0.666666666666667,0.5,2.0
WBA,26,69,6,3,3.6923076923076925,3.0312979473242674,3,-3,-3,-2.3076923076923075,0.5,2.0
WBA,26,70,4,7,6.205128205128205,5.660903114282424,6,2,3,2.2051282051282053,0.5,2.0
WBA,26,71,3,1,1.717948717948718,1.5775414442809417,2,-1,-2,-1.282051282051282,0.5,2.0
WBA,26,72,1,1,1.358974358974359,1.465005546150482,1,0,0,0.35897435897435903,0.5,2.0
WBA,26,73,4,8,6.923076923076923,6.84157220399754,7,3,4,2.9230769230769234,0.5,2.0
WBA,26,74,5,1,2.076923076923077,2.313110590835079,2,-3,-4,-2.923076923076923,0.5,2.0
WBA,26,75,5,2,2.7948717948717947,3.1645796854561414,3,-2,-3,-2.2051282051282053,0.5,2.0
WBA,26,76,5,6,5.666666666666666,5.925452224787468,6,1,1,0.6666666666666661,0.5,2.0
WBA,26,77,8,5,5.487179487179487,5.617940588697714,6,-2,-3,-2.5128205128205128,0.5,2.0
WBA,26,78,3,3,3.153846153846154,3.1297489269377308,3,0,0,0.1538461538461542,0.5,2.0
WBA,26,79,1,6,4.948717948717949,5.922205857524876,6,5,5,3.948717948717949,0.5,2.0
WBA,26,80,4,4,4.051282051282051,4.253854751575902,4,0,0,0.0512820512820511,0.5,2.0
WBA,27,1,1,8,6.384615384615385,6.853168848692517,7,6,7,5.384615384615385,0.5,2.0
WBA,27,2,5,1,2.076923076923077,1.6721782505371705,2,-3,-4,-2.923076923076923,0.5,2.0
WBA,27,3,1,5,4.230769230769231,3.690062192027475,4,3,4,3.230769230769231,0.5,2.0
WBA,27,4,7,4,4.589743589743589,4.8604442704637405,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,27,5,2,8,6.564102564102564,6.729483235501531,7,5,6,4.564102564102564,0.5,2.0
WBA,27,6,6,6,5.846153846153846,6.457445848537725,6,0,0,-0.1538461538461542,0.5,2.0
WBA,27,7,1,4,3.5128205128205128,3.284033006632808,3,2,3,2.5128205128205128,0.5,2.0
WBA,27,8,3,7,6.0256410256410255,5.672215662156691,6,3,4,3.0256410256410255,0.5,2.0
WBA,27,9,1,4,3.5128205128205128,3.922902940285021,4,3,3,2.5128205128205128,0.5,2.0
WBA,27,10,6,2,2.9743589743589745,3.634976855455776,4,-2,-4,-3.0256410256410255,0.5,2.0
WBA,27,11,6,1,2.2564102564102564,1.4640031758686205,1,-5,-5,-3.7435897435897436,0.5,2.0
WBA,27,12,6,1,2.2564102564102564,3.0568352118649953,3,-3,-5,-3.7435897435897436,0.5,2.0
WBA,27,13,8,7,6.923076923076923,5.970271379336359,6,-2,-1,-1.0769230769230766,0.5,2.0
WBA,27,14,7,4,4.589743589743589,5.268818950101471,5,-2,-3,-2.4102564102564106,0.5,2.0
WBA,27,15,7,1,2.435897435897436,1.5959417367161697,2,-5,-6,-4.564102564102564,0.5,2.0
WBA,27,16,6,8,7.282051282051282,7.085080775694018,7,1,2,1.282051282051282,0.5,2.0
WBA,27,17,7,5,5.307692307692308,5.147080022472664,5,-2,-2,-1.6923076923076916,0.5,2.0
WBA,27,18,2,5,4.410256410256411,4.4926755583527775,4,2,3,2.4102564102564106,0.5,2.0
WBA,27,19,3,7,6.0256410256410255,5.443024507679814,5,2,4,3.0256410256410255,0.5,2.0
WBA,27,20,3,6,5.307692307692308,4.257439352349297,4,1,3,2.3076923076923084,0.5,2.0
WBA,27,21,7,4,4.589743589743589,4.12269803984381,4,-3,-3,-2.4102564102564106,0.5,2.0
WBA,27,22,8,1,2.6153846153846154,3.0768946417124186,3,-5,-7,-5.384615384615385,0.5,2.0
WBA,27,23,5,1,2.076923076923077,2.084660234849417,2,-3,-4,-2.923076923076923,0.5,2.0
WBA,27,24,1,1,1.358974358974359,1.414760130500092,1,0,0,0.35897435897435903,0.5,2.0
WBA,27,25,7,1,2.435897435897436,2.2339416282025133,2,-5,-6,-4.564102564102564,0.5,2.0
WBA,27,26,7,6,6.0256410256410255,6.052708627319616,6,-1,-1,-0.9743589743589745,0.5,2.0
WBA,27,27,2,4,3.6923076923076925,4.074243468546098,4,2,2,1.6923076923076925,0.5,2.0
WBA,27,28,6,7,6.564102564102564,7.4476753414972485,7,1,1,0.5641025641025639,0.5,2.0
WBA,27,29,6,8,7.282051282051282,7.142338047071409,7,1,2,1.282051282051282,0.5,2.0
WBA,27,30,8,7,6.923076923076923,6.775820338435217,7,-1,-1,-1.0769230769230766,0.5,2.0
WBA,27,31,7,8,7.461538461538462,7.247574922077908,7,0,1,0.4615384615384617,0.5,2.0
WBA,27,32,1,1,1.358974358974359,1.940671062389412,2,1,0,0.35897435897435903,0.5,2.0
WBA,27,33,1,3,2.7948717948717947,3.201561212556311,3,2,2,1.7948717948717947,0.5,2.0
WBA,27,34,3,5,4.589743589743589,4.093852385165194,4,1,2,1.5897435897435894,0.5,2.0
WBA,27,35,8,3,4.051282051282051,4.451712559955959,4,-4,-5,-3.948717948717949,0.5,2.0
WBA,27,36,8,8,7.6410256410256405,7.503790155038696,8,0,0,-0.3589743589743595,0.5,2.0
WBA,27,37,7,6,6.0256410256410255,5.721385906909371,6,-1,-1,-0.9743589743589745,0.5,2.0
WBA,27,38,4,5,4.769230769230769,4.7421578019069335,5,1,1,0.7692307692307692,0.5,2.0
WBA,27,39,8,6,6.205128205128205,6.359641353739568,6,-2,-2,-1.7948717948717947,0.5,2.0
WBA,27,40,2,6,5.128205128205129,4.813227255237314,5,3,4,3.1282051282051286,0.5,2.0
WBA,27,41,6,6,5.846153846153846,5.42222323791834,5,-1,0,-0.1538461538461542,0.5,2.0
WBA,27,42,7,4,4.589743589743589,5.561871690751023,6,-1,-3,-2.4102564102564106,0.5,2.0
WBA,27,43,7,1,2.435897435897436,2.5239459428267113,3,-4,-6,-4.564102564102564,0.5,2.0
WBA,27,44,4,7,6.205128205128205,6.429643470037085,6,2,3,2.2051282051282053,0.5,2.0
WBA,27,45,3,8,6.743589743589744,6.978305919441781,7,4,5,3.7435897435897436,0.5,2.0
WBA,27,46,5,1,2.076923076923077,2.0852644495229007,2,-3,-4,-2.923076923076923,0.5,2.0
WBA,27,47,2,7,5.846153846153846,5.465418675803819,5,3,5,3.846153846153846,0.5,2.0
WBA,27,48,1,2,2.076923076923077,2.6630007734578784,3,2,1,1.076923076923077,0.5,2.0
